38708	10060	2014-06-27	1	pendente	RENATA AGOSTINI	3590	Governo lança site para queixa de consumidor
44824	9747	2016-06-22	1	pendente		2705	 Academia é condenada a devolver mensalidades cobradas indevidamente 
367	9497	2015-12-16	1	pendente		6366	Conta de luz pode aumentar para pagar socorro a distribuidoras
222	9494	2015-12-01	1	pendente	GIULIANA VALLONE	4147	Desinformação sobre previdência pode gerar surpresas negativas
46829	9284	2017-03-24	1	pendente		3403	Operadora Oi é condenada a pagar R$ 6 mil por negativar nome de cliente indevidamente
379	9280	2015-12-17	1	pendente	 FELIPE MAIA	7176	Veja opções para contornar bloqueio de 48 horas do WhatsApp
45188	8993	2016-08-11	1	pendente		6527	Gás de cozinha: 11 dicas para garantir os seus direitos e segurança 
46730	8915	2017-03-13	1	pendente	Bruno Dutra	245076	Conheça os dez direitos de quem está com o nome sujo; saiba como evitar abusos
46240	8740	2016-12-20	1	pendente	CRISTIANE GERCINA e LUCIANA LAZARINI	162227	Tire 50 dúvidas sobre aposentadoria e reforma da Previdência
440	8407	2016-01-05	1	pendente		3801	Confira as frutas, verduras e os legumes que ficam mais baratos e mais caros este mês 
48448	8303	2017-11-14	1	pendente	Martha Imenes	7383	INSS busca segurado para fazer acordo na Justiça
12	8275	2015-11-13	1	pendente	Américo Wisbeck, Ângelo Medeiros, Daniela Pacheco Costa, Maria Fernanda Martins e Sandra de Araujo	1694	Consumidora é condenada por usar má-fé em busca de dano moral contra supermercado
228	8150	2015-12-01	1	pendente	Ronaldo Gotlib	4357	Quando a dívida pode levar o banco a penhorar os meus bens? 
47379	8051	2017-06-01	1	pendente		3780	Veja 6 dicas para parar de trabalhar e viver de renda
48540	8045	2017-11-28	1	pendente		1842	BC muda regras e cheques deverão ser compensados em até um dia útil
45837	7998	2016-11-01	1	pendente		2836	Cansado de receber ligações de cobrança? Saiba o que fazer
45181	7951	2016-08-11	1	pendente		4767	Agências dão golpe do emprego ao exigir curso pago para garantir vaga 
47897	7865	2017-08-03	1	pendente	 Cristiano Duarte	5354	Aposentados e pensionistas do INSS reclamam de cobrança indevida na folha de pagamento
50787	7849	2019-02-13	1	pendente	Martha Imenes	3548	Justiça reconhece reaposentação e benefício do INSS sobe 74,35%
50678	7832	2018-12-28	1	pendente		480	Estamos entrando em Férias. 
5	7831	2015-11-13	1	pendente		1642	Shopping é condenado a pagar indenização de R$ 10 mil por acidente em escada rolante 
50302	7751	2018-10-24	1	pendente		2701	Enel é condenada a pagar R$ 7 mil por negativar nome de cliente indevidamente
46529	7735	2017-02-14	1	pendente		2957	Vivo é condenada a pagar R$ 10 mil por incluir indevidamente nome de cliente no Serasa
53465	7723	2020-08-13	1	pendente	Letícia Sé	2436	Golpe da Claro-Net: criminosos fingem ser prestadores de serviço 
44442	7705	2016-05-09	1	pendente		3042	Prazo de entrega não cumprido é crime de estelionato contra o consumidor
45210	7630	2016-08-15	1	pendente		6235	Descubra como conservar os tecidos e fazer suas roupas durarem mais 
45055	7600	2016-07-27	1	pendente	Bianca Reis	3348	O que perguntar antes de contratar serviços de internet móvel, banda larga e telefonia?
48752	7599	2018-02-14	1	pendente		3255	 Renner deve indenizar advogada que teve nome negativado indevidamente
45712	7547	2016-10-17	1	pendente		5004	Loja Shop Az Eletro dá golpe em consumidores que procuram receptores
234	7432	2015-12-02	1	pendente		2815	STJ condena Carta Capital a indenizar em R$ 90 mil instituto por matéria jornalística ofensiva
267	7349	2015-12-07	1	pendente		2497	MRV pode ter que pagar R$ 28 milhões de indenização por atraso em obra 
45759	7334	2016-10-21	1	pendente		4473	Paciente com câncer tem direitos especiais
45934	7287	2016-11-11	1	pendente		3823	Cuidados ao abrir e encerrar uma conta bancária 
45923	7205	2016-11-10	1	pendente		10173	Consumidor pode renegociar dívidas atrasadas com desconto
44594	7163	2016-05-24	1	pendente		8148	Conheça seus direitos na hora de renegociar as dívidas 
56260	6975	2022-08-18	1	pendente		10666	Veja 22 plataformas para procurar trabalho remoto e freelance
46664	6825	2017-03-06	1	pendente		5113	Saiba os direitos do consumidor em roubos e furtos dentro de eventos
362	6765	2015-12-15	1	pendente	PALOMA SAVEDRA	7623	Veja como começar 2016 no azul
44976	6709	2016-07-09	1	pendente		15458	7 Erros &quot;Imperdoáveis&quot; que você não sabia que estava cometendo ao fazer o seu recurso de multa de trânsito! 
49475	6674	2018-06-14	1	pendente		4863	Saiba como consultar o saldo do PIS, cujo saque foi autorizado
45162	6646	2016-08-08	1	pendente		2511	Consumidora que teve nome negativado sem aviso prévio será indenizada
432	6637	2016-01-04	1	pendente		3201	Dilma sanciona LDO de 2016 com vetos a reajuste do Bolsa Família
46929	6570	2017-04-05	1	pendente		4451	Caixa publica regras para uso do FGTS como garantia em empréstimo consignado
48258	6531	2017-10-17	1	pendente	POLLYANA BRÊTAS	6616	Operadoras cancelam planos de telefonia e transferem clientes para pacotes mais caros
447	6518	2016-01-05	1	pendente		1750	Mercado piora expectativas para inflação e PIB em 2016
44917	6503	2016-04-27	1	pendente		3704	STJ: Inscrição indevida feita por credor não gera dano moral se preexiste anotação legítima
53503	6425	2020-09-04	1	pendente	Altieres Rohr	14959	É normal o WhatsApp pedir a confirmação em duas etapas várias vezes?
46902	6423	2017-04-03	1	pendente	Cleide Silva 	4235	Com novas regras, venda de carro para deficientes dispara
411	6415	2015-12-23	1	pendente		2068	FGV: Expectativa do consumidor para a inflação sobe a 11% em dezembro 
148	6412	2015-11-24	1	pendente		3148	Carro, táxi, Uber ou Zazcar: calculadora mostra o que vale a pena
46669	6407	2017-03-06	1	pendente	 IONE LUQUES  e LUCIANA CASEMIRO	8779	Do nojo à ação: o que fazer com ‘corpo estranho’ nos alimentos
